Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
1575,edible,convex,smooth,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1577,edible,flat,smooth,white,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1578,edible,convex,smooth,brown,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1579,edible,flat,fibrous,green,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1581,edible,convex,fibrous,white,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1582,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1584,edible,convex,scaly,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
1585,edible,convex,smooth,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
1586,edible,convex,smooth,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1587,edible,convex,fibrous,white,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1588,poisonous,convex,smooth,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,urban,Presenta
1590,edible,convex,scaly,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
1591,edible,convex,scaly,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
1592,edible,flat,scaly,brown,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,paths,Presenta
1593,edible,convex,smooth,white,null,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1594,edible,flat,smooth,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1597,edible,flat,smooth,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1598,edible,flat,smooth,brown,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1599,edible,convex,smooth,green,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1600,edible,bell,smooth,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,grasses,Presenta
1601,edible,convex,smooth,green,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1602,edible,convex,smooth,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
1604,edible,flat,smooth,white,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1605,edible,flat,smooth,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1607,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1608,edible,convex,scaly,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white.,partial,white,one,pendant,brown,solitary,wood,Presenta
1609,edible,convex,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray.,partial,white,one,pendant,black,solitary,wood,Presenta
1610,edible,convex,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,paths,Presenta
1614,edible,flat,smooth,white,null,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1615,edible,convex,fibrous,green,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1616,edible,flat,smooth,white,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1618,edible,convex,fibrous,green,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1619,edible,convex,smooth,brown,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1622,edible,flat,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1623,poisonous,flat,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
1624,edible,convex,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white.,partial,white,one,pendant,black,solitary,wood,Presenta
1628,edible,flat,fibrous,green,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1629,edible,convex,fibrous,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,black,several,wood,Presenta
1630,edible,convex,fibrous,white,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1632,edible,convex,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink.,partial,white,one,pendant,brown,several,wood,Presenta
1633,edible,convex,smooth,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1634,edible,flat,fibrous,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1635,edible,convex,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink.,partial,white,one,pendant,black,solitary,wood,Presenta
1636,edible,convex,scaly,white,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
1637,edible,convex,scaly,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
1638,edible,flat,smooth,green,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1639,edible,flat,smooth,white,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1641,edible,flat,smooth,white,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1642,edible,convex,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1643,edible,convex,smooth,brown,null,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1644,edible,bell,scaly,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
1645,poisonous,flat,scaly,white,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,several,grasses,Presenta
1646,edible,convex,smooth,brown,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1648,edible,convex,scaly,brown,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
1651,poisonous,convex,smooth,brown,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,several,urban,Presenta
1652,edible,flat,smooth,green,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1653,edible,convex,fibrous,white,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1655,edible,convex,smooth,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1656,edible,convex,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink.,partial,white,one,pendant,black,several,wood,Presenta
1658,poisonous,flat,smooth,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,urban,Presenta
1659,edible,convex,fibrous,white,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1661,edible,flat,smooth,green,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1662,edible,convex,fibrous,white,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1663,edible,flat,scaly,brown,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,grasses,Presenta
1664,poisonous,flat,smooth,white,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
1666,edible,flat,fibrous,brown,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,solitary,urban,No presenta
1667,poisonous,flat,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,urban,Presenta
1668,edible,flat,smooth,white,null,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1669,edible,convex,fibrous,green,null,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1670,edible,flat,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,paths,Presenta
1673,edible,flat,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1674,edible,flat,fibrous,green,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1675,edible,convex,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1676,edible,convex,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink.,partial,white,one,pendant,brown,several,wood,Presenta
1677,edible,convex,smooth,green,null,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
1678,edible,convex,smooth,green,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1680,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1681,edible,convex,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,black,solitary,wood,Presenta
1683,poisonous,convex,smooth,white,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,urban,Presenta
1685,edible,convex,smooth,brown,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1688,edible,convex,smooth,green,null,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1689,edible,convex,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1691,edible,convex,scaly,yellow,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
1693,edible,convex,fibrous,white,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1694,edible,convex,fibrous,white,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1696,edible,convex,smooth,brown,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1697,edible,convex,fibrous,green,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,urban,No presenta
1701,edible,convex,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1703,edible,convex,smooth,green,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1705,edible,flat,smooth,white,null,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
1707,edible,flat,fibrous,brown,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
1708,edible,convex,fibrous,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
1710,edible,convex,fibrous,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
